物品id,名称,皮肤,类型,贵重,值,说明,,,,,,,,,,,,,,,,,,,,,,,,,,
260,复生符文,fsfw,112,2,复活=1,天纲决，绕炉烟。#r【功效】回合结束时，带此状态的死亡单位下一回合自动复活，气血恢复50%，成功复活后此符文消失#r【类型】强法型#r【使用等级】120级,,,,,,,,,,,,,,,,,,,,,,,,,,
261,三尸之夜明符文,8834,112,2,加强三尸虫=3000,天纲决，绕炉烟。#r#c33FFFF功效：#G三尸伤害3000#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
262,三尸麝皮符,8829,112,2,加强三尸虫回血程度=40,天纲决，绕炉烟。#r#c33FFFF功效：#G三尸回血程度40%#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
263,封印之兔齿符文,8840,112,2,忽视抗封=5,天纲决，绕炉烟。#r#c33FFFF功效：#G忽视抗封5%#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
264,失心之兔齿符文,8841,112,2,忽视抗混=5,天纲决，绕炉烟。#r#c33FFFF功效：#G忽视抗混5%#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
265,入梦之兔齿符文,8842,112,2,忽视抗睡=5,天纲决，绕炉烟。#r#c33FFFF功效：#G忽视抗睡5%#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
266,浸毒之兔齿符文,8836,112,2,加强毒伤害=15,天纲决，绕炉烟。#r#c33FFFF功效：#G加强毒伤害15%#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
267,浸毒之竹叶符文,8835,112,2,加强中毒=15,天纲决，绕炉烟。#r#c33FFFF功效：#G加强中毒15%#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
268,天谴符文,8838,112,2,风系狂暴几率=33.0|水系狂暴几率=33.0|雷系狂暴几率=33.0|火系狂暴几率=33.0|鬼火狂暴几率=33.0,天纲决，绕炉烟。#r#c33FFFF功效：#G仙法、鬼火狂暴率增加33%#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
269,高级分裂攻击符,8816,112,2,技能=1833,天纲决，绕炉烟。#r#c33FFFF功效：#G物理攻击66%几率加一个目标#r#c33FFFF类型：#G强法型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
270,破冰之鹿皮符文,8851,112,2,抗封印=8,天罡决，绕烟炉。#r#c33FFFF功效：#G抗封印8%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
271,清明之鹿皮符文,8852,112,2,抗混乱=8,天罡决，绕烟炉。#r#c33FFFF功效：#G抗混乱8%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
272,苏醒之鹿皮符文,8853,112,2,抗昏睡=8,天罡决，绕烟炉。#r#c33FFFF功效：#G抗昏睡8%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
273,记忆之鹿皮符文,8854,112,2,抗遗忘=8,天罡决，绕烟炉。#r#c33FFFF功效：#G抗遗忘8%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
274,虹光符文,8859,112,2,抗封印=5|抗混乱=5|抗昏睡=5|抗遗忘=5,天罡决，绕烟炉。#r#c33FFFF功效：#G抗冰、混、睡、遗忘5%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
275,破冰之寒玉符文,8855,112,2,抗封印=12,天罡决，绕烟炉。#r#c33FFFF功效：#G抗封印12%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
276,清明之寒玉符文,8856,112,2,抗混乱=12,天罡决，绕烟炉。#r#c33FFFF功效：#G抗混乱12%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
277,苏醒之寒玉符文,8857,112,2,抗昏睡=12,天罡决，绕烟炉。#r#c33FFFF功效：#G抗昏睡12%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
278,记忆之寒玉符文,8858,112,2,抗遗忘=12,天罡决，绕烟炉。#r#c33FFFF功效：#G抗遗忘12%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
279,千色之符,qs,112,2,抗封印=8|抗混乱=8|抗昏睡=8|抗遗忘=8,天罡决，绕烟炉。#r#c33FFFF功效：#G冰、混、睡、遗忘8%#r#c33FFFF类型：#G加抗型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
280,甲骨金刚符,8848,112,2,AP=3000,祝高完毕，吹气于符。#r#c33FFFF功效：#G攻击加3000#r#c33FFFF类型：#G增益型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
281,白玉益气符,8849,112,2,MP=8000,祝高完毕，吹气于符。#r#c33FFFF功效：#G法量上限加8000#r#c33FFFF类型：#G增益型#r#c33FFFF提示：#r#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
282,白玉飞霜符,223,112,2,加速度=30,祝高完毕，吹气于符。#r#c33FFFF功效：#G速度加30#r#c33FFFF类型：#G增益型#r#c33FFFF提示：#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
283,益气回蓝符,223,496,0,4000,太上老君的神符，施法后再使用多种名贵药材泡制七七四十九天而制成的神符。#r#c33FFFF功效：#G使用后每回合回复自身4000的魔法值#r#c33FFFF类型：#G增益型#r#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
284,凝气回蓝符,224,495,0,5000,太上老君的神符，经过长期的培养修炼而成，有聚集天地灵气之功效。#r#c33FFFF功效：#G使用后每回合回复自身5000的魔法值#r#c33FFFF类型：#G增益型#r#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
285,蓄气回蓝符,225,494,0,6000,太上老君的神符，在一张符纸上注入了大量元气使之具有灵性。#r#c33FFFF功效：#G使用后每回合回复自身6000的魔法值#r#c33FFFF类型：#G增益型#r#G时效1小时,,,,,,,,,,,,,,,,,,,,,,,,,,
286,返老还童丹--童年男,8000,112,2,皮肤=100001|方向=4,传说返老还童丹能使神仙不老不死，使用后可以延年益寿，返老还童。#r#G不影响变身属性！,,,,,,,,,,,,,,,,,,,,,,,,,,
287,返老还童丹--青年男,8000,112,2,皮肤=100003|方向=4,传说返老还童丹能使神仙不老不死，使用后可以延年益寿，返老还童。#r#G不影响变身属性！,,,,,,,,,,,,,,,,,,,,,,,,,,
288,返老还童丹--少年女,8000,112,2,皮肤=100004|方向=4,传说返老还童丹能使神仙不老不死，使用后可以延年益寿，返老还童。#r#G不影响变身属性！,,,,,,,,,,,,,,,,,,,,,,,,,,
289,返老还童丹--童年女,8000,112,2,皮肤=100002|方向=4,传说返老还童丹能使神仙不老不死，使用后可以延年益寿，返老还童。#r#G不影响变身属性！,,,,,,,,,,,,,,,,,,,,,,,,,,
290,返老还童丹--托塔天王,8001,112,2,皮肤=500025|方向=4,传说返老还童丹能使神仙不老不死，使用后可以延年益寿，返老还童。#r#G不影响变身属性！,,,,,,,,,,,,,,,,,,,,,,,,,,
291,返老还童丹--哪吒,8001,112,2,皮肤=500020|方向=4,传说返老还童丹能使神仙不老不死，使用后可以延年益寿，返老还童。#r#G不影响变身属性！,,,,,,,,,,,,,,,,,,,,,,,,,,
292,返老还童丹--美猴王,8001,112,2,皮肤=500027|方向=4,传说返老还童丹能使神仙不老不死，使用后可以延年益寿，返老还童。#r#G不影响变身属性！,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,乌金,300,500,0,等级=1,乌金，是打造装备的好材料。,,,,,,,,,,,,,,,,,,,,,,,,,,
302,金刚石,301,500,0,等级=2,稀有的矿石，坚硬无比。,,,,,,,,,,,,,,,,,,,,,,,,,,
303,寒铁,302,500,0,等级=3,寒铁，寒气逼人，能打造出绝世装备。,,,,,,,,,,,,,,,,,,,,,,,,,,
304,百炼精铁,303,500,0,等级=4,精铁百炼而成，这材料正是为神兵而存在的。,,,,,,,,,,,,,,,,,,,,,,,,,,
305,龙鳞,304,500,0,等级=5,逆龙的鳞甲，如果用以铸造装备则装备也会有灵气。,,,,,,,,,,,,,,,,,,,,,,,,,,
306,千年寒铁,305,500,0,等级=6,千年寒铁，任何东西接近都会被冻伤。,,,,,,,,,,,,,,,,,,,,,,,,,,
307,天外飞石,306,500,0,等级=7,来自天外的神石，蕴涵灵性。,,,,,,,,,,,,,,,,,,,,,,,,,,
308,盘古精铁,307,500,2,等级=8,盘古开天辟地时留下来的精铁，打造出来的兵器无坚不摧。,,,,,,,,,,,,,,,,,,,,,,,,,,
309,补天神石,308,500,2,等级=9,女娲补天的神石碎片，可用来打造出上古神兵。,,,,,,,,,,,,,,,,,,,,,,,,,,
310,六魂之玉,309,500,2,等级=10,六方神兽之魂凝聚在其中。,,,,,,,,,,,,,,,,,,,,,,,,,,
311,无量琉璃,310,500,2,等级=11,东方净琉璃世界药师如来，坐莲花台上，掌无量佛法。无量琉璃，度无量劫，解脱众生。可用于打造十六装备。,,,,,,,,,,,,,,,,,,,,,,,,,,
312,高级孔明灯,217,2012,0,"传送=1207,长安城,4380,2960|可用次数=99",传说当年孔明被困城中时正是乘着这种天灯突围的！可以使用多次的飞行器！#r #r#Y可使用99次,,,,,,,,,,,,,,,,,,,,,,,,,,
380,世间尘,sjc,810,0,,人世间，万千尘。#r高级装备巫铸的材料。锻造时加入此材料必定铸出#G人族属性#W的装备，同时生成的#G数值平均值会更高#W，11到15级装备还会额外生成一条#G附加蓝字属性#W（16级附加的蓝字属性相比普通锻造数值平均值更高）。,,,,,,,,,,,,,,,,,,,,,,,,,,
381,吼山石,hss,811,0,,魔啸声，吼天地。#r高级装备巫铸的材料。锻造时加入此材料必定铸出#G魔族属性#W的装备，同时生成的#G数值平均值会更高#W，11到15级装备还会额外生成一条#G附加蓝字属性#W（16级附加的蓝字属性相比普通锻造数值平均值更高）。,,,,,,,,,,,,,,,,,,,,,,,,,,
382,九幽魄,jyp,812,0,,九幽魂，凝成魄。#r高级装备巫铸的材料。锻造时加入此材料必定铸出#G鬼族属性#W的装备，同时生成的#G数值平均值会更高#W，11到15级装备还会额外生成一条#G附加蓝字属性#W（16级附加的蓝字属性相比普通锻造数值平均值更高）。,,,,,,,,,,,,,,,,,,,,,,,,,,
383,云织锦,yzj,813,0,,云织就，一段锦。#r高级装备巫铸的材料。锻造时加入此材料必定铸出#G仙族属性#W的装备，同时生成的#G数值平均值会更高#W，11到15级装备还会额外生成一条#G附加蓝字属性#W（16级附加的蓝字属性相比普通锻造数值平均值更高）。,,,,,,,,,,,,,,,,,,,,,,,,,,
384,龙漓珠,llz,814,0,,天若有情，龙若有泪。#r高级装备巫铸的材料。锻造时加入此材料必定铸出#G龙族属性#W的装备，同时生成的#G数值平均值会更高#W，11到15级装备还会额外生成一条#G附加蓝字属性#W（16级附加的蓝字属性相比普通锻造数值平均值更高）。,,,,,,,,,,,,,,,,,,,,,,,,,,
385,金刚丝,jgs,815,0,,断刃切丝，削铁如泥。#r高级装备巫铸的材料。锻造时加入此材料必定铸出#G大力系#W的装备，同时生成的#G数值平均值会更高#W，11到15级装备还会额外生成一条#G附加蓝字属性#W（16级附加的蓝字属性相比普通锻造数值平均值更高）。,,,,,,,,,,,,,,,,,,,,,,,,,,
400,分光化影,218,750,2,描述=分光化影:通过牺牲自己的HP给对手造成MP伤害。|名称=分光化影|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
401,天魔解体,218,750,2,描述=天魔解体:通过牺牲自己的HP给对手造成HP伤害。|名称=天魔解体|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
402,小楼夜哭,218,750,2,描述=小楼夜哭:通过牺牲自己的MP给对手造成MP伤害。|名称=小楼夜哭|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
403,青面獠牙,218,750,2,描述=青面獠牙:通过牺牲自己的MP给对手造成HP伤害。|名称=青面獠牙|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
404,乘风破浪,218,750,2,描述=乘风破浪:物理攻击的时候有一定的几率产生风系法术伤害。|名称=乘风破浪|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
405,霹雳流星,218,750,2,描述=霹雳流星:物理攻击的时候有一定的几率产生雷系法术伤害。|名称=霹雳流星|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
406,大海无量,218,750,2,描述=大海无量:物理攻击的时候有一定的几率产生水系法术伤害。|名称=大海无量|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
407,祝融取火,218,750,2,描述=祝融取火:物理攻击的时候有一定的几率产生火系法术伤害。|名称=祝融取火|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
408,红颜白发,218,750,2,描述=红颜白发:使用仙法攻击的时候有一定几率出现狂暴，使伤害增加。|名称=红颜白发|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
409,梅花三弄,218,750,2,描述=梅花三弄:使用仙法攻击的时候有一定几率出现法术连击。|名称=梅花三弄|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
410,开天辟地,218,750,2,描述=开天辟地:使用仙法攻击的时候有一定几率忽视对方的法术抗性。|名称=开天辟地|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
411,万佛朝宗,218,750,2,描述=万佛朝宗:有一定几率将伤害反震。|名称=万佛朝宗|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
412,浩然正气,218,750,2,描述=浩然正气:物理攻击对手让对手的气血按照自身的法力的百分比降低一定数值。|名称=浩然正气|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
413,暗渡陈仓,218,750,2,描述=暗渡陈仓:物理攻击的时候能够忽视对手一定的躲闪和反击进行攻击。|名称=暗渡陈仓|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
414,借力打力,218,750,2,描述=借力打力:受到物理攻击的一回合内有一定的几率产生反击效果。|名称=借力打力|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
415,凌波微步,218,750,2,描述=凌波微步:提高召唤兽一定的躲闪率。|名称=凌波微步|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
416,隔山打牛,218,750,2,描述=隔山打牛:物理攻击的时候有一定几率对攻击对象周围的某个目标造成伤害。|名称=隔山打牛|内丹等级=0转0|经验=0,蕴藏强大灵气的召唤兽内丹，召唤兽吞服后会领悟特殊技能。,,,,,,,,,,,,,,,,,,,,,,,,,,
501,三界召集令,417,501,3,,朝廷颁发的令牌，据说天下只有几十块。可召集三界精英聚集一堂，没有足够名望无法使用此道具。#r #r#Y创建帮派必备之物。#r#Y需要建帮的请联系管理员本服有帮战，限制帮派个数,,,,,,,,,,,,,,,,,,,,,,,,,,
502,超级飞鱼封印卡,228,502,2,200102,天上圣兽在人间产下的幼子，由于兽龄尚幼，无法尾随父母归天。虽乃幼兽，却承袭了父母的强大法力，在脱离雏形的束缚后会转生为法力强大的圣兽。#r #r#Y使用可召唤超级飞鱼封印卡,,,,,,,,,,,,,,,,,,,,,,,,,,
503,超级蟾蜍封印卡,229,502,2,200103,天上圣兽在人间产下的幼子，天生就继承了母兽的强大攻击和防御，虽然是幼子但实力超强，成型后能转生为破坏力强大的圣兽。#r #r#Y使用可召唤超级蟾蜍封印卡,,,,,,,,,,,,,,,,,,,,,,,,,,
504,超级蜘蛛封印卡,230,502,2,200104,天上圣兽在人间产下的幼子，天生就继承了母兽的强大攻击和防御，虽然是幼子但实力超强，成型后能转生为破坏力强大的圣兽。#r #r#Y使用可召唤超级蜘蛛封印卡,,,,,,,,,,,,,,,,,,,,,,,,,,
505,超级毒蛇封印卡,231,502,2,200105,天上圣兽在人间产下的幼子，所有能力都是否突出，法术和物理攻击兼备，可谓文武全才！#r #r#Y使用可召唤超级毒蛇封印卡,,,,,,,,,,,,,,,,,,,,,,,,,,
506,超级蝙蝠封印卡,232,502,2,200106,天上圣兽在人间产下的幼子，和超级飞鱼原来是一对。拥有和超级飞鱼不相上下的强力法术成长。#r #r#Y使用可召唤超级蝙蝠封印卡,,,,,,,,,,,,,,,,,,,,,,,,,,
507,超级海龟封印卡,233,502,2,200107,天上圣兽在人间产下的幼子，拥有和母兽一样无比坚固的外壳，防御力惊人，在战场上承受巨大的打击对其来说只如挠痒。可以说是超级肉盾！#r #r#Y使用可召唤超级海龟封印卡,,,,,,,,,,,,,,,,,,,,,,,,,,
508,紫霞仙子封印卡,b108,502,2,200108,紫霞仙子化身封印卡#r #r#Y使用可召唤出紫霞仙子,,,,,,,,,,,,,,,,,,,,,,,,,,
509,牛魔王封印卡,b109,502,2,200109,牛魔王化身封印卡#r #r#Y使用可召唤出牛魔王的,,,,,,,,,,,,,,,,,,,,,,,,,,
510,春三十娘封印卡,b110,502,2,200110,春三十娘化身封印卡#r #r#Y使用可召唤出春三十娘,,,,,,,,,,,,,,,,,,,,,,,,,,
511,至尊小宝封印卡,b111,502,2,200111,至尊小宝化身封印卡#r #r#Y使用可召唤出至尊小宝,,,,,,,,,,,,,,,,,,,,,,,,,,
512,白晶晶封印卡,b112,502,2,200112,白晶晶化身封印卡#r #r#Y使用可召唤出白晶晶,,,,,,,,,,,,,,,,,,,,,,,,,,
513,青霞仙子封印卡,b113,502,2,200113,青霞仙子化身封印卡#r #r#Y使用可召唤出青霞仙子,,,,,,,,,,,,,,,,,,,,,,,,,,
514,泾河龙王封印卡,b114,502,2,200115,泾河龙王化身封印卡#r #r#Y使用可召唤出泾河龙王,,,,,,,,,,,,,,,,,,,,,,,,,,
515,年封印卡,b115,502,2,200116,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤超级神兽年！,,,,,,,,,,,,,,,,,,,,,,,,,,
516,画中仙封印卡,b116,502,2,200117,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤超级神兽画中仙！,,,,,,,,,,,,,,,,,,,,,,,,,,
517,不夜天封印卡,byt,502,2,40015,#c00FFFF洛神芳魂述英华，鱼龙舞彻不夜天！#r #r#Y右键使用可召唤超级神兽#R不夜天！,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,白泽封印卡,b117,502,2,200123,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤高级守护白泽！,,,,,,,,,,,,,,,,,,,,,,,,,,
523,鎏金宝鉴-龙马,b118,502,2,200124,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可以获得2012鎏金宝鉴龙马！,,,,,,,,,,,,,,,,,,,,,,,,,,
525,成年小熊,b142,502,2,200125,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤超级神兽成年小熊！,,,,,,,,,,,,,,,,,,,,,,,,,,
528,冥雷,235,502,2,200126,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤冥雷！,,,,,,,,,,,,,,,,,,,,,,,,,,
529,西域响马,235,502,2,200127,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤西域响马！,,,,,,,,,,,,,,,,,,,,,,,,,,
532,蜃影,235,502,2,200130,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤蜃影！,,,,,,,,,,,,,,,,,,,,,,,,,,
533,伶俐小虫,235,502,2,200131,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤伶俐小虫！,,,,,,,,,,,,,,,,,,,,,,,,,,
534,赭炎,b178,502,2,200132,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤赭炎！#r#Y若不需要可以交给长安石破烂换取少量金钱。,,,,,,,,,,,,,,,,,,,,,,,,,,
535,当康,b150,502,2,200133,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤当康！#r#Y若不需要可以交给长安石破烂换取少量金钱。,,,,,,,,,,,,,,,,,,,,,,,,,,
536,松鼠,b149,502,2,200134,内含一种神秘的力量，只有使用过的人才知道。#r #r#Y使用可召唤松鼠！#r#Y若不需要可以交给长安石破烂换取少量金钱。,,,,,,,,,,,,,,,,,,,,,,,,,,
